KD <1mM,SMILES
0,NC[C@@H](CCC12CCOCC1)[C@@H]2O.Cl
0,CCC(C)[n]1nc(C(O)=O)c(Cl)c1
0,NC(C1OCCC1)C1(CO)CCC1
0,OCCN(c1c(CN2)cccc1)C2=O
0,Cc1ncc(C2CCNCC2)cc1
0,O=C1NCC(CCC2)N2C1
0,CNCc(cc1)ccc1OC.Cl
0,CC(c(cccc1)c1N1CCOCC1)N
0,Cc1c(CO)c(C)n[n]1C(F)F
0,C1C[n]2c(C3CNCCC3)nnc2C1
0,NC(CC1)CCN1C1CC1
0,O=C(c1cccc(F)c1)N1CCNCC1.Cl
0,CC(c1cccc(OC)c1)N1CCNCC1
0,OC(c1c(CCCC2)c2n[o]1)=O
0,C(C1COCC1)OC1CCNCC1
0,CC(C1OCCN(C)C1)N
0,CNC(N1)=Cc(cccc2)c2C1=O
0,NC(C(CC1=O)CN1c(cccc1)c1F)=O
0,CN(C)c1nccc(CN)c1
0,CC(CC1)CCC1(CC(N1)=O)C1=O
0,CCNc1ccc(C)nn1
0,OC(c1c(COCC2)c2ccc1)=O
0,CCc([nH]nc1)c1C(O)=O
0,OC(c1cc(cc(cc2)F)c2[nH]1)=O
0,OCc(cc1)ccc1-c1c[nH]cn1
0,CC(CC[n]1nc2)Cc1c2C(O)=O
0,CC(C)(CC1)OC1C(O)=O
0,CC(c(cc1)ccc1N1CCOCC1)N
0,CC[C@@H](CC[C@@H](C)N1)C1=O
0,Nc1ccn[n]1CC1COCC1
0,NCC(CC1)CCN1C1CCOCC1
0,CC(Cc1cccc(F)c1)O
0,OCc(cccc1)c1NC(C1CC1)=O
0,Nc1cc(-c(cccc2)c2F)n[o]1
0,CC(c1cccc(N(CCC2)C2=O)c1)N
0,CNC(c(cc1)ccc1F)c1cnccc1
0,CCC(CC1)CCNC1=O
0,CN(C(CC1)C(O)=O)C1=O
0,C(c1n[o]cc1)N1CCNCC1
0,CCc1ccc(C2NCCNC2)cc1
0,CC(C1CCN(C)CC1)N
0,CCc1nc(C)c(C(O)=O)[o]1
0,CC1(C)OC(COc2ccccc2)CNC1
0,CC1(C)NC(C)(C)CNC1
0,CC(C)c1ncc(CNC)cn1
0,C[n]1nc(-c2ccccc2)nc1N
0,OC(CC1COCCC1)=O
0,Cc1c(CN2CCNCC2)c(C)n[n]1C
0,CN(CC[C@@H]1CN)[C@@H]1c1cccnc1
0,CNC(CCCCN1)C1=O
0,Cc1nc(CO)c2[n]1cccc2
0,C[n]1nc(-c2ccc[s]2)nc1N
0,CC(c1cc(F)cnc1)N
0,OC(c1c(C2CC2)[o]nc1)=O
0,C[n]1nccc1CN(C1)[C@H](CN)C[C@@H]1F
0,Cc1nc(C(c(cccc2)c2F)N)n[o]1.Cl
0,CNC1CCC(CO)CC1
1,COc1cccc(N2)c1CCCC2=O
0,OC1c(cc(cc2)F)c2NCCC1
0,OC(c1c(C2CC2)[o]cc1)=O
0,NCCc1c[s]c(N2CCCC2)n1
0,Cc1n[nH]c(N)c1-c1cc(C)ccc1
0,OCC(C1)(CNC1=O)c1ncccc1
0,OC(CCCC1)C1c1cncnc1
0,Cc1cccc2c1[o]cc2C(O)=O
0,OCc1cc(cncc2)c2[o]1
0,Nc1ccn[n]1CC1CC1
0,C[n]1nccc1C1=CC(CC2)NC2C1
0,NCc1n[o]c(-c(ccc(Cl)c2)c2F)n1.Cl
1,CC1(C)N(CCN)CCC1
0,COc(cc(CC(O)=O)cc1)c1Cl
0,C[n]1c(C(C2)OCCC2N)ncc1
0,OCc1cc(Cl)c2OCCCOc2c1
0,NC1=CC=C(C(F)(F)F)NC1=O.Cl
0,NCCCN1N=C(CCCC2)N2C1=O
0,CNC(c(cc1)ccc1S(N)(=O)=O)=O
0,OCC(CC1)c2c1cccc2
0,O=C1NCCCC1C(F)(F)F
0,OCc(nc1)cc2c1OCCC2
0,CNC1(CO)CCOCC1
0,NCc1nccc(C(F)(F)F)n1.Cl
0,CC(CCCN1)(C(O)=O)C1=O
0,OC(CC(CCCCN1)C1=O)=O
0,C[n]1c(C(c(cccc2)c2OC)N)ncc1
0,Cc1ccc(CN(CCCN2)C2=O)cc1
0,Nc1nccc(C(F)(F)F)c1
0,NCc1c(C(F)(F)F)cncc1.Cl.Cl
0,NC(c(cc1)ccc1OC(F)F)=O
0,CC(CNC(C1)=O)CN1C1CC1
0,CC(C)(c1nc(cccc2)c2[nH]1)O
0,Cc1nc(CC(CC2)O)c2[nH]1
0,OCc(cc1)ccc1-[n]1nccc1
0,Cc1c[s]c(N2CCNCCC2)n1
0,N#Cc1ccc(C[n]2ncnc2)cc1
0,OC(C1CCNCC1)c(cc1)ccc1Cl
0,O=C(C1)Nc(cccc2)c2N=C1C(F)(F)F
0,OCC(Cc1ccc2)CNc1c2F
0,C[n]1ncc(-c2n[n](C)c(N)c2)c1
0,CNCC(N1)=Nc(cccc2)c2C1=O.Cl
0,Nc1cc(CCc2ccc[o]2)n[o]1
0,Cc1cnc(C2CCNCC2)[s]1
0,CCN(CCNC1C)C1=O
0,CCN1C(CN)CCCC1
0,C(C1OCCC1)OC1CCNCC1
0,CC1(C(O)=O)OCCCC1
0,NCC(C1)c(cccc2)c2S1(=O)=O
0,CC[n]1ncc(CCO)c1
0,CC(C)c1nccc(O)n1
0,Cc1n[s]c(CC(O)=O)c1
0,CCc1nc(C(O)=O)c[o]1
0,O=C(CC1(C2)Cc3c2cccc3)NC1=O
0,NC[C@@H]1[C@@H](c(cc2)ccc2F)OCC1.Cl
0,NC(c1c(CC(O)=O)cccc1)=O
0,OCC1(CCOCC1)c1ccccc1
0,Cc1c(CC(O)=O)cc[s]1
0,C[n]1ncc(-c2c[s]c(N)n2)c1
0,Nc1nnc(-c(cc2)ccc2F)[nH]1
0,NCCOc1cccc(F)c1.Cl
0,CNc1nc(C(F)(F)F)c[o]1
0,CC1=NC(C)=C(C)NC1=O
0,C1CC(c2n[nH]cc2)NCC1
0,NC(C1)CC1c(cc1)ccc1F.Cl
0,OC(C(CC1=O)CN1c1ccccc1)=O
0,NC(C1)C(CCCC2)N2C1=O
0,Cc1cccc(C(c2c[nH]cn2)O)c1C
0,NC(C1)CC1c(cccc1)c1F.Cl
0,Cc([n](C)nc1)c1C(O)=O
0,NC1c2cccc(F)c2CC1.Cl
0,C(C1NCCCC1)[n]1nncc1
0,NC(C1Oc(cccc2)c2OC1)=O
0,Cc(cccc1)c1-c1n[n](C)c(N)c1
0,O=C1NC=C(C(F)(F)F)C=C1
0,COc1ccc(CC(C2)NC2=O)cc1
0,OC(c1ccc(C[n]2ncc(Cl)c2)[o]1)=O
0,CNc1c2[s]ccc2ncn1
0,CN(CC1)CCN1C(C1OCCC1)=O
0,O=C(C1)Nc2c1ccc(Cl)c2
0,O=C1Oc(ccc(F)c2)c2N1
0,Cc([n](C1COCC1)nc1)c1N
0,NC(C1OCCN(Cc2ccccc2)C1)=O
0,CC(c(cc1)ncc1N(C)C)O
0,CNC(CCCC1)C1S(C)(=O)=O
0,Cc1ncc(CC(CC2)N)c2n1
0,C[n](c1ccc2)c(N)nc1c2OC
0,NS(c(cccc1)c1F)(=O)=O
0,C[n]1nc(C(O)=O)c(Cl)c1
0,Nc1n[n](CC(F)F)cc1
0,O=C(c1ccccc1)NCC1NCCCC1
0,NC(c(cc1)ncc1OC(F)F)=O
0,Fc1c2OCCNCc2ccc1.Cl
0,O=S(c1cc(F)ccc1)(N1CCNCC1)=O
0,C[n]1ncc(C(O)=O)c1Cc1ccccc1
0,CNc(cc1)ccc1S(C)(=O)=O
0,OC(C(C=C(C1CC1)N1)=CC1=O)=O
0,NCC1OCC(CCCC2)N2C1
0,Cc1c[n](cccn2)c2n1
0,Cc1c[s]c(C(O)=O)c1OC
0,COc(ccc(CC(N)=O)c1)c1F
0,COCC(CC1)CCC1N
0,NCc1cc(F)cc(F)c1
0,NC(c(ccnc1)c1F)=O
0,OC(C(CC=CC1)C1C(NC1CC1)=O)=O
0,Nc1cc(C2CCCC2)n[o]1
0,OC(C(C1)C11CCCC1)=O
0,Nc1nnc(-c(c(F)ccc2)c2Cl)[o]1
0,OC(CC1)Cc2c1cn[nH]2
0,CNc1nccc(OC)c1
0,CS(c(cc1)ccc1C(N)=O)(=O)=O
0,Cc1n[n](Cc2ncccc2)c(N)c1
0,Cc(ccc(C(N1CCNCC1)=O)c1)c1F.Cl
0,Cc([o]cc1)c1-c1nnc(N)[o]1
0,Cc1nc(ccc(CO)c2)c2[s]1
0,O=S(c(cccc1)c1F)(Nc1c[nH]nc1)=O
0,OCc1c[n](cc(cc2Cl)Cl)c2n1
0,O=C1NCC[n]2nccc12
0,FC(c1cnc(C2CNCCC2)[nH]1)(F)F
0,C[n]1c(-c(cc2)ccc2F)nnc1CO
0,COC1(CCOCC1)C#N
0,OC(c1n[n](C2CCCCC2)cc1)=O
0,NS(c(cc1)cc(CCC2)c1NC2=O)(=O)=O
0,CC1N(CCO)CCNC1
0,Nc1nnc(Cc(cccc2)c2F)[o]1
0,CCC(CNC1)OC11COCCC1
0,OCC(C1)c(cccc2)c2S1(=O)=O
0,C[n]1nc(C(F)F)c(C(N)=O)c1
0,C[n]1ncc(N2CC(CO)CC2)c1
0,Cc1c2[o]c(C3CCNCC3)nc2ccc1
0,CC(c(cc1)ccc1OC)NC
0,OCC1(CNCC1)c1ccccc1
0,CC(C1)OCCC1C(O)=O
0,Fc1ccc(C2NCCc3c2nc[nH]3)cc1
0,C[n]1c(C2CNCCC2)ncc1
0,OCC(C1)CN(Cc2ccccc2)C1=O
0,CC(C)c1c(C(O)=O)c(C)n[nH]1
0,N#CC1=CC(COCC2)=C2NC1=O
0,C[n]1cc([C@@H](C2)[C@H]2C(O)=O)cc1
0,Nc1cccc(C(F)(F)F)n1
1,Oc1c(cccc2F)c2ncc1
0,CCc1nc(C(C)N)c[s]1
0,OC(c(cc1)cc(CCC2)c1NC2=O)=O
0,CC(C)CC1(CN)CCC1
0,OC(C1(CC1)Oc(cccc1)c1F)=O
0,C1OC2(CNCCC2)c2c1cccc2
0,FC(c1nc(C2CCNCC2)ncc1)(F)F
0,CC(C)c([nH]nc1)c1C(O)=O
0,COc1cc(C(CO)O)ccc1
0,O=S(c1ccccc1)(N1CCNCC1)=O
0,OC(c([nH]nc1C2CC2)c1Cl)=O
0,O=C1NCCOc2c1cccc2
0,CN(C=C(C(O)=O)C1=C2CCCC1)C2=O
0,Cc(cc1N)n[n]1-c(cc1)ccc1F
0,Cc([n](C1CCCCC1)nc1C)c1N
0,NC(C(CC1)Nc2c1cccc2)=O
0,C1c(cccc2)c2NCC1[n]1nccc1
0,O=S(c1c[nH]nc1)(N1CCCCC1)=O
0,OC(CC1)c2c1ccc(F)c2
0,C[n]1ncc(C(C=C2)=NNC2=O)c1
0,CC(C)N(CC1C)CC1N
0,C[n]1ncc2c1NC=CC2=O
0,OCc(cc1)n[n]1-c(cccc1)c1F
0,CC(C)NC1CCOCC1
0,OC(CC1)CCN1c(cc1)ncc1Cl
0,O=S1CC(c2ccccc2)NCC1
0,CC(C[n]1c(C)ncc1)O
0,Cc(cc1)cc(F)c1S(N)(=O)=O
0,C[n]1nc(CCCC2C(O)=O)c2c1
0,Nc1nc(-c2cccc(F)c2)n[o]1
1,CNc1cnnc2ccccc12
0,OC(c1cc([nH]cc2)c2cc1)=O
0,OC(CC(CC1)CNC1=O)=O
0,CC(c1nc(C(O)=O)ccc1)(F)F
0,NS(c1c[n](CCCC2)c2n1)(=O)=O
0,O=C(c(cc(cc1)Cl)c1F)N1CCNCC1.Cl
0,OC(CC(c1c2cccc1)NC2=O)=O
0,Cc1nc(CCCC2O)c2[s]1
0,COc(ccc(Cl)c1)c1C(O)=O
0,Fc1cc(-c2n[nH]nn2)ccc1
0,CC(C1)Nc2c1cncc2
0,OCCN(CC1)Cc2c1cccc2
0,OC(CN(C(CC1)=O)c2c1cccc2)=O
0,OC(C12OCCCC1C2(F)F)=O
0,OCc1ncn[n]1CC(F)F
0,CC(C)[n]1c(CN2CCNCCC2)ncc1
0,OC(c1c(C2CC2)nccc1)=O
0,Cc(cc(cc1)-c2nnn[nH]2)c1F
0,CC(C)(CCC1)C1(CN)O
0,N#Cc(cc1)cc(C[n]2cncc2)c1F
0,Nc1ccn[n]1Cc(cccc1)c1F.Cl
0,NC(N(CC1)CCC1C(O)=O)=O
0,Cc1ncc(CC(O)=O)[s]1
0,NCC(CCCC1)C1(F)F.Cl
0,Cc1cc2nc(C(O)=O)c[n]2cc1
0,O=C1NN=C(C2CC2)C=C1C(F)(F)F
0,NC(CC1NCCCC1)=O
0,NCCOc(cccc1)c1F.Cl
0,CC(C)(CCCC1)C1C(O)=O
0,C[n]1c(cc(cc2)F)c2nc1CCN.Cl.Cl
0,OC(C(CCC1)c2c1[nH]cn2)=O
0,NC(CCC1)c(cccc2)c2S1(=O)=O
0,Nc1n[n](CCCC2)c2c1
0,CC(c(cc1)ccc1-[n]1ncnc1)N
0,C[n](c(OC(F)F)c1)nc1N
0,OCCOC1CCNCC1
0,Cc1c([C@H]2OCC[C@@H]2N)cn[n]1C.Cl.Cl
0,OC(CN(c1c(CCC2)[s]cc1)C2=O)=O
0,NCc1n[o]c(C(F)(F)F)n1.Cl
0,Nc1nnc(C(F)F)[s]1
0,OC(C1)CNc2c1cccc2
0,OC(Cc1n[nH]c2c1CCCC2)=O
0,NC(Cc1cccc(C(F)(F)F)c1)=O
0,OC(C1)CNC1c1c(C(F)(F)F)cccc1.Cl
0,NC(Cc1nc(cccc2)c2[nH]1)=O
0,CN(C(C(O)=O)=C1N2CCCC1)C2=O
0,O=C(CCC1)NC1c1ccccc1
0,O=C(C1)NCC1C(F)(F)F
0,O=C(CC1)Nc2c1cccc2
0,C(CNC1)C11CCOCC1
0,Fc(ccc(C1OCCNC1)c1)c1Cl
0,Nc1c[nH]nc1-c1ncc[s]1
0,NCc(cc1)ccc1N(CCN1)C1=O
0,CN(C=C(C=C1)C(O)=O)C1=O
0,OCc(cc1)cc(F)c1OC(F)F
0,CC(N1c(cc2)ccc2OC)=CNC1=O
0,Cc(cccc1)c1C(NC1CCNCC1)=O
0,FC(c1c[nH]c(-c2cnccc2)n1)(F)F
0,N#CCc1nc(cccc2)c2[n]1C(F)F
0,Nc1nccc2c1CNCC2
0,COCc(cc1)ccc1C(O)=O
0,O=C(c(cc1)ccc1F)N1CCNCCC1.Cl
0,N#Cc(cc1)ccc1C(NC1CC1)=O
0,OCc1nc(cccc2)c2[n]1C(F)F
0,CCc1nc(CC(O)=O)c[s]1
0,O=C(Nc(cc1)ccc1F)N1CCNCC1.Cl
0,Cc(c(CN)c1)n[n]1-c(cc1)ccc1F.Cl
0,Nc1n[o]c(Cc(cc2)ccc2F)n1
0,C[n]1ncc(N)c1C(F)F.Cl
0,C(C1COCC1)NC1CC1
0,CC(C)c(nc1)ncc1N
0,NS(c1cnc(CCC2)c2c1)(=O)=O
0,CC1OCCCN(CCCN)C1
0,Cc1n[nH]c(N(CC2)CCC2N)c1
0,Cc(nc1C)c(C)nc1N(C)C
0,COC(CC1)CC1C(O)=O
0,C[n]1nc(C2CC2)c(C(O)=O)c1
0,c1c[s]c(-c2nnc[nH]2)n1
0,C[n]1nnc(C2)c1CCC2N
0,CC(c1nc(-c(cc2)ccc2F)n[o]1)N.Cl
0,Cc1nc(CCCC2)c2[nH]1
0,OC(c1n[n](CC(F)F)cc1)=O
0,Cc1n[n](C)cc1CCN
0,OC(C(CCN1)CC1=O)=O
0,Cc1cc(C)n[n]1CC1OCCNC1
0,Nc(cc1)ncc1OC(F)F
0,NC(c1cc2cccnc2cc1)=O
0,Cc(c(C)c1)cc2c1nc[nH]2
0,COc(cc(CO)cc1)c1F
0,Cc1cc(C)n[n]1CCOC
0,NCCC(c(cc(cc1)F)c1N1)C1=O.Cl
0,Cc1nc(CN(C2)[C@H](CN)C[C@@H]2F)c[s]1
0,OC(C1CCNCC1)c(cc1)ccc1F
0,O=C(C1CCCC1)N1CCNCCC1
0,C(C1)CC11NCCc2c1[nH]cn2
0,O=C(c(cc1)ccc1F)NC1CCNCC1
1,CC(c(cccc1)c1N1)C1=O
0,COCc1n[nH]c(N)c1-c1ccccc1
0,Cc1cccc(OCC2)c1C2O
0,NS(c(cc1)cc(CC2)c1NC2=O)(=O)=O
0,OC(Cc1cccc(C(F)F)c1)=O
0,Cc1n[n](CCC(N2)=O)c2c1
0,N#Cc1cnc(C(F)F)cc1
0,CC1N(CCOC)CCNC1
0,OC(c1c(C2CC2)cc[nH]1)=O
0,CCc1c(C(O)=O)c(C)n[o]1
0,OC(c(cccc1)c1NC(C1CC1)=O)=O
0,C[n]1nc(C2COCCC2)cc1N
0,N#CC1(CC1)c(cccc1)c1F
0,NC1C[n]2c(-c3ccccc3)nnc2CC1
0,O=C1N(c2ccccc2)N=CC=C1
0,Cc1c(CN)c(C)n[n]1C
0,CNc1nc(cccc2)c2[o]1
0,CCc1nc(C2NCCC2)n[o]1
0,CNCCC1CCOCC1
0,C1CC(c2nnc3[n]2CCCC3)NCC1
0,CC(C)(C1)OC(C)(C)C1C(O)=O
0,C[n]1c(N)nc(cc2)c1cc2F
0,OC(Cc1cc(C2CC2)ccc1)=O
0,CC(C)c1cc(C(O)=O)n[o]1
0,CC(CN1CCCCC1)N
0,CC(CC1)(C(O)=O)NC1=O
0,CC(C)C(CCC1)CC1N
0,COCCc1n[o]c(N)c1
0,CN(CCC(C1)C(O)=O)C1=O
1,Nc([nH]nc1C(F)(F)F)c1-c1ccccc1
0,OC(c1ccc[o]1)c1ncc[nH]1
0,OCc1c2[nH]ncc2ccc1
0,NS(c1cc(F)ccc1)(=O)=O
0,CN(C)Cc1cccc(CO)c1
0,N#Cc1ccc(C(F)(F)F)[nH]1
0,OC(Cc(cc1)ncc1F)=O.Cl
0,Cc1c(C(O)=O)nc(C2CC2)[o]1
1,OCc1c[n](CC(F)F)nc1
0,CCc1n[o]c(C)c1C(O)=O
0,CC(C)c1cc(C(O)=O)n[nH]1
0,OCCN(C=Nc1c2[s]cc1)C2=O
0,O=C(C1)NCCNC1c1ccccc1
0,CCOc1ccc(C2NCCC2)cc1
0,OC(C(CC1)c2c1cccc2)=O
0,NCc(cc1)ccc1C(N1CCOCC1)=O.Cl
0,Cc1cc(C)n[n]1-c1ccc(CO)cc1
0,O=C1NC=Nc2c1ccc(Cl)c2
0,N#Cc1cc(Cl)c(CO)cc1
0,CC(C1)C(C)Cc2c1[nH]cn2
0,CC(C)(c(cccc1)c1N1)C1=O
0,OCC1N(CC2NCCC2)CCC1
0,Cc1c(-c(cccc2)c2F)[o]nc1N
0,CC(CC1)CCC1(CN)OC
0,NS(c1c(C(F)(F)F)cccc1)(=O)=O
0,CC(C)Cc1n[s]c(N)n1
0,Cc1cnc(CCO)cn1
0,NC(CO)c(cccc1)c1F.Cl
0,CC(C)c1n[n](C)cc1N
0,CC(C1)(C1N)c1cccc(F)c1.Cl
0,OCC(CC1)CCNC1=O
0,CNC(c1cc(cccc2)c2[n]1C)=O
0,C1NCC1C1CCOCC1.Cl
0,CC(C)Oc1c(CO)cncc1
0,O=C1NCc2cccnc12
0,CNCc1ncc[n]1C(F)F
0,OC(c1c[o]c(C2CCC2)n1)=O
0,CN(CC1)CCC1(c1ccccc1)O
0,C1Nc2cccnc2OC1
0,C[C@@H](c(cc1)cc(F)c1-[n]1nccc1)N.Cl
0,FC(C1C2(CCOCC2)CNCC1)(F)F
0,C1CNc2ncccc2C1
0,NS(c(cc1)ncc1Cl)(=O)=O
0,N#Cc1cccc(C(F)F)c1
0,CCc1nc(C)c(C(C)NC)[s]1
0,NCc1cc(F)cc2c1OCOC2.Cl
0,O=C(C1)NCC11CCCCC1
0,Cc1n[n](C(F)F)c(C(O)=O)c1
0,OC1c2cccc(F)c2OCCC1
0,CCc1cc(Cl)cnc1N
0,OC(c1cc(C2CCCC2)n[o]1)=O
0,C[n](c1c2cncc1)nc2N
0,NC(c1c[nH]nc1-c1ccccc1)=O
0,COc(ccc(CN)c1)c1F.Cl
0,CC(c1nc(C)c[s]1)N1CCNCC1
0,CC(CCC1)C1(C)C(O)=O
0,CC(c1c2cccc1)=NNC2=O
0,NCCc1ncc[n]1C(F)F.Cl.Cl
0,NC(CC1)CCN1C1CCCCC1
0,O=C(C1)NCC11CCOCC1
0,O=C(c1cccc(F)c1)N1CCNCCC1
0,NC(CC1)C[n]2c1ncc2
0,CN(CCC1CN)C1c1ccc[s]1
0,CCC(C(C1)CNC1=O)c1ccccc1
0,COCCN(CCC1)CC1O
0,OC(c(cc(cc1)F)c1N1)C1=O
0,OC(C(C1CC1)C1CC1)=O
0,OCCc1c[nH]nc1C(F)(F)F
0,C[n]1nc(C(F)(F)F)c(S(N)(=O)=O)c1
0,O=S(C1)(Cc2c1cccc2)=O
0,OC(C[n]1ncc2c1cccc2)=O
0,OCc1cnn[n]1-c1ccccc1
0,OCC(CC1=O)CN1c1ccccc1
0,O=S(c1ccccc1)(NC1CCNCC1)=O
0,OC(Cc1c[o]c(-c2ccc[s]2)n1)=O
0,CC(c(cc(cc1)F)c1N1CCOCC1)N
0,CN(CC1)CCC1Nc(cccc1)c1OC
0,CC(C)c1n[o]cc1C(O)=O
0,CC(C)Cc1nnc(N)[o]1
0,FC(c1c[n](cccn2)c2n1)(F)F
0,Cc1c(CC(N)=O)c(C)n[n]1C
0,COc1c(C(CC2)C(O)=O)c2ccc1
0,CC(C)c1c(C(O)=O)nc[o]1
0,CCNc(cc1)cc(N2)c1NC2=O
0,OCCN(CCC1)CC1O
0,Cc1cccc2c1cc(C(O)=O)[nH]2
0,O[C@H]1c2cccc(F)c2OCC1
0,Cc1c(c(N)n[s]2)c2nc(C)c1
0,Cc([n](C)nc1C(O)=O)c1Cl
0,C(C1OCCCC1)OC1CCNCC1
0,Cc(cc1)nc(N)c1OC
0,Cc1n[n](C)c(CC(CCC2)C2N)c1
0,OC(CCC1)CN1C(c1ccccc1)=O
0,OCCC(CC1)Nc2c1cccc2
0,CC(CC1)N(C(C)=O)c2c1cccc2
0,Cc1nc(CN)c2[n]1cccc2.Cl.Cl
0,O=C1NCCCN2C1CCC2
0,NS(c1c[n](CC2CC2)nc1)(=O)=O
0,C(C[n]1ncnc1)c1ccccc1
0,Nc1cccnc1C(F)(F)F
0,CC(c(c(-[n]1nccc1)ccc1)c1F)O
0,O=C(c(cccc1)c1F)N1CCNCCC1
0,OCC(N1CCCCCC1)=O
0,OCc1cc(-c2ncccc2)ccc1
0,Nc1ccn[n]1C1CCCC1
0,Cc1ccc2[nH]cnc2c1C
0,OC(C1)CNC1c1ccc(C(F)(F)F)cc1.Cl
0,Cc(cc1)cc(C2)c1N(C)C2=O
0,CC(C)(C(NC1c2ccccc2)=O)NC1=O
0,OC(c(cc(CC(N1)=O)c1c1)c1Cl)=O
0,OC(C(c1ccccc1)N1CCCC1)=O
0,CN(C(C1)=O)N=C1C1CCCC1
0,COc(cccc1)c1C(N1CCNCC1)=O
0,Cc1nnc(C(C2)NCc3c2cccc3)[o]1
0,COc1c(C(O)=O)[s]cc1
0,OC(CC1)CCN1C(c(cccc1)c1F)=O
0,NC(Cc1n[o]c2c1cccc2)=O
0,C(CC1)CC11NCCOC1
0,O=C(c(ccc(Cl)c1)c1F)N1CCNCC1.Cl
0,CC(c1nc(C(F)(F)F)c[s]1)N
0,OC(CC1OCCc2c1cc[s]2)=O
0,O=C(CC1)NCCC1c1ccccc1
0,Cc1c[n](CC(CC2)N)c2n1
0,C[n]1nc(C(F)(F)F)c(C#N)c1
0,CC(CCCC(C)N1)C1=O
0,C[n](cc1)nc1-c1nc(C#N)c[s]1
0,Nc1nnc(CC2CC2)[o]1
0,NS(c1cc(C(F)(F)F)ccc1)(=O)=O
0,Nc1nc(-c(cccc2)c2F)c[o]1
0,NS(c1c[n](Cc2ccccc2)nc1)(=O)=O
0,C(C1NCCCC1)N1CCOCC1
0,CN(C1CCC1)c(cc1)nnc1C(N)=O
0,CC(C)C1NCCNC1=O
0,Cc1ccc(C[n]2nccc2N)[o]1
0,Cc1n[n](CCNC2)c2n1
0,CS(c(cccc1)c1F)(=O)=O
0,CCOc(cc1)c(C)nc1N
0,Cc1cccc(CCCO)n1
0,Nc1nc(cc(C(F)(F)F)cc2)c2[nH]1.Cl
0,CC(CC1)N(Cc2ccccc2)C1=O
0,CN(C)C(CCC1)CC1N
0,CC(CC1)CCC1NCC1OCCC1
0,NC(CC1)CN1c(cccc1)c1C(N)=O
0,COC1(CO)CCOCC1
0,OCc1ncc[n]1C(F)F
0,C(CNCC1)C1N1Cc2ncc[n]2CC1
0,CC(C1)Oc2c1cc(CO)cc2
0,NC(C1NCCc2c1cccc2)=O
0,C[n](c(N)c1)nc1-c(ccc(F)c1)c1F
0,NC(CC1)=NN1c1ccccc1
0,Nc1nnc(Cc(cc2)ccc2F)[s]1
0,Cc1nnc(-c2cccc(C#N)c2)[nH]1
0,OCC(C1)C11CCOCC1
0,OC(CC1OCCc2c1cccc2)=O
0,C[n](c(N)c1)nc1-c1cc(F)cc(F)c1
0,N#Cc(cc1)cc(CN(CCC2)C2=O)c1F
0,O=C(NCC1)N1c1c(C(F)(F)F)cccc1
0,NC(C(C1)CNc2c1cccc2)=O
0,CC1(COCCC1)C(O)=O
0,Nc1ccn[n]1C1CCCCC1
0,O=C1NC=Nc2c1[nH]c(C(F)(F)F)n2
0,CNc1n[nH]c(-c2ccccc2)c1
0,NC1c2cccc(F)c2CCC1.Cl
0,O=C(c1ccccc1)NC1CNCCC1
0,Cc1n[nH]c(N)c1-c(cc1)ccc1F
0,O=C1C(CCCC2)=C2NC=C1
0,C(CNCC1)CN1c1ncc[s]1
0,Cc1n[nH]cc1C1CCNCC1
0,OC(c1c(CCOC2)c2c[o]1)=O
0,O=C1NCCc2c1cc[s]2
0,C1NCC(c2ccccc2)NC1
0,Cc1n[o]c(CN2N=C(C)C=CC2=O)c1
0,O[C@H](CN(CC(F)F)C1)[C@H]1O
0,CCS(c(cccc1)c1C(O)=O)=O
0,Nc1cc(CC2CC2)n[nH]1
0,NC(c1cc(CO)ccc1)=O
0,Cc1n[n](C)cc1CCO
0,O=C(C1CCC1)N(CCC1)c2c1nccc2
0,N#CC1=CC=C(C(F)(F)F)NC1=O
1,CC1OCC(c2ccccc2)NC1
0,O=C1Nc2ncccc2CC1
0,CCN(CC1)CCC1C(C)O
0,OC(C(N1)=CC=C(C(F)(F)F)C1=O)=O
0,OCC(C1)Cc2c1cccc2
0,NC(c1nc(NCCC2)c2cc1)=O
0,CC(C)[n]1ncc(C(N)=O)c1N
0,Cc1n[n](C)c(N)c1C#N
0,OC(Cc(cccc1)c1F)=O
0,O=C1NCCC1Cc1ccccc1
0,Nc1cc(-c2cccc(F)c2)n[o]1
0,CCC(C)c1n[o]c(C(O)=O)c1
0,Cc1n[nH]c(C2CCCCC2)n1
0,OCCN1N=C(C=CC=C2)N2C1=O
0,CS(c1cc(C(N)=O)ccc1)(=O)=O
0,C[n]1nc(C(NC2CCC2)=O)c(N)c1
0,NC(CCCN1Cc2ncccc2)C1=O
0,OCC(c1cccc(F)c1)N1CCNCC1.Cl.Cl
0,O=S1c(cccc2)c2NCCC1
0,OC(c1cccnc1C(F)(F)F)=O
0,Fc1ccc(C2OCCNC2)cc1
0,OCc1nnc(C2CC2)[s]1
0,OC1(CCOCC1)c1ccccc1
0,CC1(C)OCC(C2)C12C(O)=O
0,CNc1nc(-c2ccccc2)n[o]1
0,CC1NCC[n]2c(C(NC3CC3)=O)ccc12
0,N#Cc(cc1)ccc1N1CCCC1
0,CCNCc1c[n](C)nn1
0,Cc1n[n](CC(CC2)N)c2n1
0,C[n]1nc(C(F)(F)F)nc1N
0,CC(C)Cc1nc(C#N)c(N)[o]1
